trade_date,calendar_date,dte_remaining,pnl_usd
2021-06-04,2021-06-04,21,0.0
2021-06-04,2021-06-11,14,90.0
2021-06-04,2021-06-15,10,130.0
2021-06-04,2021-06-18,7,350.0
2021-06-04,2021-06-20,5,405.0
2021-06-04,2021-06-22,3,185.0
2021-06-04,2021-06-25,0,-15.0
2021-06-11,2021-06-11,21,0.0
2021-06-11,2021-06-18,14,60.0
2021-06-11,2021-06-22,10,345.0
2021-06-11,2021-06-25,7,255.0
2021-06-11,2021-06-27,5,137.5
2021-06-11,2021-06-29,3,95.0
2021-06-11,2021-07-02,0,75.0
2021-06-18,2021-06-18,21,0.0
2021-06-18,2021-06-25,14,-75.0
2021-06-18,2021-06-29,10,-185.0
2021-06-18,2021-07-02,7,-225.0
2021-06-18,2021-07-04,5,-227.5
2021-06-18,2021-07-06,3,-227.5
2021-06-18,2021-07-09,0,-230.0
2021-06-25,2021-06-25,21,0.0
2021-06-25,2021-07-02,14,-35.0
2021-06-25,2021-07-06,10,-10.0
2021-06-25,2021-07-09,7,35.0
2021-06-25,2021-07-11,5,-10.0
2021-06-25,2021-07-13,3,-10.0
2021-06-25,2021-07-16,0,-30.0
2021-07-02,2021-07-02,21,0.0
2021-07-02,2021-07-09,14,-205.0
2021-07-02,2021-07-13,10,60.0
2021-07-02,2021-07-16,7,190.0
2021-07-02,2021-07-18,5,425.0
2021-07-02,2021-07-20,3,615.0
2021-07-02,2021-07-23,0,-15.0
2021-07-09,2021-07-09,21,0.0
2021-07-09,2021-07-16,14,195.0
2021-07-09,2021-07-20,10,190.0
2021-07-09,2021-07-23,7,275.0
2021-07-09,2021-07-25,5,165.0
2021-07-09,2021-07-27,3,155.0
2021-07-09,2021-07-30,0,65.0
2021-07-16,2021-07-16,21,0.0
2021-07-16,2021-07-23,14,75.0
2021-07-16,2021-07-27,10,215.0
2021-07-16,2021-07-30,7,205.0
2021-07-16,2021-08-01,5,205.0
2021-07-16,2021-08-03,3,420.0
2021-07-16,2021-08-06,0,75.0
2021-07-23,2021-07-23,21,0.0
2021-07-23,2021-07-30,14,100.0
2021-07-23,2021-08-03,10,235.0
2021-07-23,2021-08-06,7,145.0
2021-07-23,2021-08-08,5,75.0
2021-07-23,2021-08-10,3,7.5
2021-07-23,2021-08-13,0,-25.0
2021-07-30,2021-07-30,21,0.0
2021-07-30,2021-08-06,14,60.0
2021-07-30,2021-08-10,10,90.0
2021-07-30,2021-08-13,7,10.0
2021-07-30,2021-08-15,5,15.0
2021-07-30,2021-08-17,3,5.0
2021-07-30,2021-08-20,0,-95.0
2021-08-06,2021-08-06,21,0.0
2021-08-06,2021-08-13,14,85.0
2021-08-06,2021-08-17,10,170.0
2021-08-06,2021-08-20,7,345.0
2021-08-06,2021-08-22,5,110.0
2021-08-06,2021-08-24,3,-5.0
2021-08-06,2021-08-27,0,-40.0
2021-08-13,2021-08-13,21,0.0
2021-08-13,2021-08-20,14,-55.0
2021-08-13,2021-08-24,10,140.0
2021-08-13,2021-08-27,7,230.0
2021-08-13,2021-08-29,5,7.5
2021-08-13,2021-08-31,3,17.5
2021-08-13,2021-09-03,0,-45.0
2021-08-20,2021-08-20,21,0.0
2021-08-20,2021-08-27,14,235.0
2021-08-20,2021-08-31,10,180.0
2021-08-20,2021-09-03,7,150.0
2021-08-20,2021-09-05,5,145.0
2021-08-20,2021-09-07,3,145.0
2021-08-20,2021-09-10,0,140.0
2021-08-27,2021-08-27,21,0.0
2021-08-27,2021-09-03,14,-325.0
2021-08-27,2021-09-07,10,-295.0
2021-08-27,2021-09-10,7,-120.0
2021-08-27,2021-09-12,5,-30.0
2021-08-27,2021-09-14,3,60.0
2021-08-27,2021-09-17,0,-365.0
2021-09-03,2021-09-03,21,0.0
2021-09-03,2021-09-10,14,-15.0
2021-09-03,2021-09-14,10,320.0
2021-09-03,2021-09-17,7,590.0
2021-09-03,2021-09-19,5,1095.0
2021-09-03,2021-09-21,3,1730.0
2021-09-03,2021-09-24,0,-35.0
2021-09-10,2021-09-10,21,0.0
2021-09-10,2021-09-17,14,225.0
2021-09-10,2021-09-21,10,-185.0
2021-09-10,2021-09-24,7,560.0
2021-09-10,2021-09-26,5,845.0
2021-09-10,2021-09-28,3,1845.0
2021-09-10,2021-10-01,0,6019.0
2021-09-17,2021-09-17,21,0.0
2021-09-17,2021-09-24,14,280.0
2021-09-17,2021-09-28,10,590.0
2021-09-17,2021-10-01,7,1415.0
2021-09-17,2021-10-03,5,1820.0
2021-09-17,2021-10-05,3,2350.0
2021-09-17,2021-10-08,0,-10.0
2021-09-24,2021-09-24,21,0.0
2021-09-24,2021-10-01,14,-640.0
2021-09-24,2021-10-05,10,390.0
2021-09-24,2021-10-08,7,695.0
2021-09-24,2021-10-10,5,880.0
2021-09-24,2021-10-12,3,1755.0
2021-09-24,2021-10-15,0,-30.0
2021-10-01,2021-10-01,21,0.0
2021-10-01,2021-10-08,14,80.0
2021-10-01,2021-10-12,10,220.0
2021-10-01,2021-10-15,7,-160.0
2021-10-01,2021-10-17,5,-210.0
2021-10-01,2021-10-19,3,-217.5
2021-10-01,2021-10-22,0,-225.0
2021-10-08,2021-10-08,21,0.0
2021-10-08,2021-10-15,14,275.0
2021-10-08,2021-10-19,10,75.0
2021-10-08,2021-10-22,7,-25.0
2021-10-08,2021-10-24,5,-47.5
2021-10-08,2021-10-26,3,-52.5
2021-10-08,2021-10-29,0,-55.0
2021-10-15,2021-10-15,21,0.0
2021-10-15,2021-10-22,14,55.0
2021-10-15,2021-10-26,10,55.0
2021-10-15,2021-10-29,7,25.0
2021-10-15,2021-10-31,5,-22.5
2021-10-15,2021-11-02,3,-37.5
2021-10-15,2021-11-05,0,-45.0
2021-10-22,2021-10-22,21,0.0
2021-10-22,2021-10-29,14,80.0
2021-10-22,2021-11-02,10,105.0
2021-10-22,2021-11-05,7,-57.5
2021-10-22,2021-11-07,5,-105.0
2021-10-22,2021-11-09,3,-82.5
2021-10-22,2021-11-12,0,-105.0
2021-10-29,2021-10-29,21,0.0
2021-10-29,2021-11-05,14,145.0
2021-10-29,2021-11-09,10,110.0
2021-10-29,2021-11-12,7,185.0
2021-10-29,2021-11-14,5,-10.0
2021-10-29,2021-11-16,3,-5.0
2021-10-29,2021-11-19,0,-15.0
2021-11-05,2021-11-05,21,0.0
2021-11-05,2021-11-12,14,80.0
2021-11-05,2021-11-16,10,245.0
2021-11-05,2021-11-19,7,150.0
2021-11-05,2021-11-21,5,-100.0
2021-11-05,2021-11-23,3,220.0
2021-11-05,2021-11-26,0,4642.0
2021-11-12,2021-11-12,21,0.0
2021-11-12,2021-11-19,14,95.0
2021-11-12,2021-11-23,10,210.0
2021-11-12,2021-11-26,7,140.0
2021-11-12,2021-11-28,5,390.0
2021-11-12,2021-11-30,3,520.0
2021-11-12,2021-12-03,0,-55.0
2021-11-19,2021-11-19,21,0.0
2021-11-19,2021-11-26,14,200.0
2021-11-19,2021-11-30,10,50.0
2021-11-19,2021-12-03,7,-470.0
2021-11-19,2021-12-05,5,470.0
2021-11-19,2021-12-07,3,660.0
2021-11-19,2021-12-10,0,-50.0
2021-11-26,2021-11-26,21,0.0
2021-11-26,2021-12-03,14,410.0
2021-11-26,2021-12-07,10,350.0
2021-11-26,2021-12-10,7,230.0
2021-11-26,2021-12-12,5,35.0
2021-11-26,2021-12-14,3,205.0
2021-11-26,2021-12-17,0,-60.0
2021-12-03,2021-12-03,14,95.0
2021-12-03,2021-12-07,10,115.0
2021-12-03,2021-12-10,7,0.0
2021-12-03,2021-12-12,5,-135.0
2021-12-03,2021-12-14,3,-60.0
2021-12-03,2021-12-17,0,-180.0
2021-12-10,2021-12-10,21,0.0
2021-12-10,2021-12-17,14,200.0
2021-12-10,2021-12-21,10,550.0
2021-12-10,2021-12-24,7,30.0
2021-12-10,2021-12-26,5,30.0
2021-12-10,2021-12-28,3,-20.0
2021-12-10,2021-12-31,0,-55.0
2021-12-17,2021-12-17,21,0.0
2021-12-17,2021-12-24,14,-70.0
2021-12-17,2021-12-28,10,-170.0
2021-12-17,2021-12-31,7,-217.5
2021-12-17,2022-01-02,5,-192.5
2021-12-17,2022-01-04,3,-200.0
2021-12-17,2022-01-07,0,-205.0
2021-12-31,2021-12-31,21,0.0
2021-12-31,2022-01-07,14,-55.0
2021-12-31,2022-01-11,10,265.0
2021-12-31,2022-01-14,7,970.0
2021-12-31,2022-01-16,5,1775.0
2021-12-31,2022-01-18,3,1775.0
2021-12-31,2022-01-21,0,-10378.0
2022-01-07,2022-01-07,21,0.0
2022-01-07,2022-01-14,14,210.0
2022-01-07,2022-01-18,10,250.0
2022-01-07,2022-01-21,7,760.0
2022-01-07,2022-01-23,5,-6335.0
2022-01-07,2022-01-25,3,-6795.0
2022-01-07,2022-01-28,0,4075.0
2022-01-14,2022-01-14,21,0.0
2022-01-14,2022-01-21,14,-150.0
2022-01-14,2022-01-25,10,-2875.0
2022-01-14,2022-01-28,7,-3200.0
2022-01-14,2022-01-30,5,945.0
2022-01-14,2022-02-01,3,1875.0
2022-01-14,2022-02-04,0,4334.0
2022-01-21,2022-01-21,21,0.0
2022-01-21,2022-01-28,14,-455.0
2022-01-21,2022-02-01,10,-5.0
2022-01-21,2022-02-04,7,170.0
2022-01-21,2022-02-06,5,-120.0
2022-01-21,2022-02-08,3,-55.0
2022-01-21,2022-02-11,0,-370.0
2022-01-28,2022-01-28,21,0.0
2022-01-28,2022-02-04,14,-255.0
2022-01-28,2022-02-08,10,-315.0
2022-01-28,2022-02-11,7,-380.0
2022-01-28,2022-02-13,5,-255.0
2022-01-28,2022-02-15,3,-392.5
2022-01-28,2022-02-18,0,-435.0
2022-02-04,2022-02-04,21,0.0
2022-02-04,2022-02-11,14,155.0
2022-02-04,2022-02-15,10,320.0
2022-02-04,2022-02-18,7,865.0
2022-02-04,2022-02-20,5,1975.0
2022-02-04,2022-02-22,3,1975.0
2022-02-04,2022-02-25,0,6345.0
2022-02-11,2022-02-11,21,0.0
2022-02-11,2022-02-18,14,35.0
2022-02-11,2022-02-22,10,300.0
2022-02-11,2022-02-25,7,1335.0
2022-02-11,2022-02-27,5,1635.0
2022-02-11,2022-03-01,3,1540.0
2022-02-11,2022-03-04,0,1031.0
2022-02-18,2022-02-18,21,0.0
2022-02-18,2022-02-25,14,-195.0
2022-02-18,2022-03-01,10,265.0
2022-02-18,2022-03-04,7,595.0
2022-02-18,2022-03-06,5,1645.0
2022-02-18,2022-03-08,3,2815.0
2022-02-18,2022-03-11,0,4334.0
2022-02-25,2022-02-25,21,0.0
2022-02-25,2022-03-04,14,135.0
2022-02-25,2022-03-08,10,670.0
2022-02-25,2022-03-11,7,890.0
2022-02-25,2022-03-13,5,1410.0
2022-02-25,2022-03-15,3,1495.0
2022-02-25,2022-03-18,0,-325.0
2022-03-04,2022-03-04,21,0.0
2022-03-04,2022-03-11,14,1010.0
2022-03-04,2022-03-15,10,1745.0
2022-03-04,2022-03-18,7,-100.0
2022-03-04,2022-03-20,5,-415.0
2022-03-04,2022-03-22,3,-530.0
2022-03-04,2022-03-25,0,-575.0
2022-03-11,2022-03-11,21,0.0
2022-03-11,2022-03-18,14,-50.0
2022-03-11,2022-03-22,10,-245.0
2022-03-11,2022-03-25,7,-347.5
2022-03-11,2022-03-27,5,-360.0
2022-03-11,2022-03-29,3,-355.0
2022-03-11,2022-04-01,0,-365.0
2022-03-18,2022-03-18,21,0.0
2022-03-18,2022-03-25,14,195.0
2022-03-18,2022-03-29,10,-65.0
2022-03-18,2022-04-01,7,0.0
2022-03-18,2022-04-03,5,-85.0
2022-03-18,2022-04-05,3,-100.0
2022-03-18,2022-04-08,0,-100.0
2022-03-25,2022-03-25,14,40.0
2022-03-25,2022-03-29,10,-65.0
2022-03-25,2022-04-01,7,375.0
2022-03-25,2022-04-03,5,-50.0
2022-03-25,2022-04-05,3,-200.0
2022-03-25,2022-04-08,0,-260.0
2022-04-01,2022-04-01,21,0.0
2022-04-01,2022-04-08,14,105.0
2022-04-01,2022-04-12,10,395.0
2022-04-01,2022-04-15,7,1850.0
2022-04-01,2022-04-17,5,1850.0
2022-04-01,2022-04-19,3,1795.0
2022-04-01,2022-04-22,0,2888.0
2022-04-08,2022-04-08,21,0.0
2022-04-08,2022-04-15,14,615.0
2022-04-08,2022-04-19,10,695.0
2022-04-08,2022-04-22,7,1110.0
2022-04-08,2022-04-24,5,145.0
2022-04-08,2022-04-26,3,1545.0
2022-04-08,2022-04-29,0,-1488.0
2022-04-22,2022-04-22,21,0.0
2022-04-22,2022-04-29,14,60.0
2022-04-22,2022-05-03,10,-275.0
2022-04-22,2022-05-06,7,-1620.0
2022-04-22,2022-05-08,5,-1180.0
2022-04-22,2022-05-10,3,-845.0
2022-04-22,2022-05-13,0,2051.0
2022-04-29,2022-04-29,21,0.0
2022-04-29,2022-05-06,14,-790.0
2022-04-29,2022-05-10,10,30.0
2022-04-29,2022-05-13,7,-1090.0
2022-04-29,2022-05-15,5,2210.0
2022-04-29,2022-05-17,3,3440.0
2022-04-29,2022-05-20,0,4220.0
2022-05-06,2022-05-06,21,0.0
2022-05-06,2022-05-13,14,665.0
2022-05-06,2022-05-17,10,745.0
2022-05-06,2022-05-20,7,2820.0
2022-05-06,2022-05-22,5,3040.0
2022-05-06,2022-05-24,3,3730.0
2022-05-06,2022-05-27,0,-945.0
2022-05-13,2022-05-13,21,0.0
2022-05-13,2022-05-20,14,415.0
2022-05-13,2022-05-24,10,805.0
2022-05-13,2022-05-27,7,-105.0
2022-05-13,2022-05-29,5,-405.0
2022-05-13,2022-05-31,3,-405.0
2022-05-13,2022-06-03,0,-460.0
2022-05-20,2022-05-20,21,0.0
2022-05-20,2022-05-27,14,50.0
2022-05-20,2022-05-31,10,-115.0
2022-05-20,2022-06-03,7,-265.0
2022-05-20,2022-06-05,5,-277.5
2022-05-20,2022-06-07,3,-285.0
2022-05-20,2022-06-10,0,-305.0
2022-05-27,2022-05-27,21,0.0
2022-05-27,2022-06-03,14,125.0
2022-05-27,2022-06-07,10,460.0
2022-05-27,2022-06-10,7,1000.0
2022-05-27,2022-06-12,5,-1980.0
2022-05-27,2022-06-14,3,-2530.0
2022-05-27,2022-06-17,0,-9962.0
2022-06-03,2022-06-03,21,0.0
2022-06-03,2022-06-10,14,145.0
2022-06-03,2022-06-14,10,-2635.0
2022-06-03,2022-06-17,7,-6120.0
2022-06-03,2022-06-19,5,-3110.0
2022-06-03,2022-06-21,3,-3110.0
2022-06-03,2022-06-24,0,9434.0
2022-06-10,2022-06-10,21,0.0
2022-06-10,2022-06-17,14,410.0
2022-06-10,2022-06-21,10,975.0
2022-06-10,2022-06-24,7,1630.0
2022-06-10,2022-06-26,5,375.0
2022-06-10,2022-06-28,3,-265.0
2022-06-10,2022-07-01,0,-805.0
2022-06-17,2022-06-17,21,0.0
2022-06-17,2022-06-24,14,75.0
2022-06-17,2022-06-28,10,-357.5
2022-06-17,2022-07-01,7,-165.0
2022-06-17,2022-07-03,5,-205.0
2022-06-17,2022-07-05,3,-205.0
2022-06-17,2022-07-08,0,-405.0
2022-06-24,2022-06-24,21,0.0
2022-06-24,2022-07-01,14,305.0
2022-06-24,2022-07-05,10,745.0
2022-06-24,2022-07-08,7,100.0
2022-06-24,2022-07-10,5,240.0
2022-06-24,2022-07-12,3,295.0
2022-06-24,2022-07-15,0,-360.0
2022-07-01,2022-07-01,21,0.0
2022-07-01,2022-07-08,14,115.0
2022-07-01,2022-07-12,10,295.0
2022-07-01,2022-07-15,7,595.0
2022-07-01,2022-07-17,5,-190.0
2022-07-01,2022-07-19,3,-205.0
